stability_id,entry_id,formation_energy_per_atom,energy_above_hull,is_stable,band_gap
stab_oqmd_90771,oqmd_90771,-0.71512386875,0.00045266499999996324,t,0
stab_oqmd_90791,oqmd_90791,-0.8422194175,0.0003468550000000903,t,0
stab_oqmd_90794,oqmd_90794,-0.752682515,0.05309798124999998,f,0
stab_oqmd_90810,oqmd_90810,-0.225054945,0.04917968799999961,f,0
stab_oqmd_90870,oqmd_90870,-0.0118200923333354,0.11885404743114662,f,0
stab_oqmd_90872,oqmd_90872,-1.09758659666667,0,t,0
stab_oqmd_90905,oqmd_90905,-0.2855115625,0.0039934100000000305,f,0
stab_oqmd_91935,oqmd_91935,-1.62335218166667,0.1675810674999949,f,0.893
stab_oqmd_94296,oqmd_94296,-0.335219872083335,0.0009594950000000324,t,0
stab_oqmd_94348,oqmd_94348,-0.0484124900000005,0.0035370820000000178,f,0
stab_oqmd_94482,oqmd_94482,-0.257531883333335,0.000991055000000185,t,0
stab_oqmd_94573,oqmd_94573,-0.3189751675,0.0007495200000000035,t,0
stab_oqmd_94574,oqmd_94574,-0.788464661893132,9.644500000016709e-05,t,0
stab_oqmd_94593,oqmd_94593,-0.241297502500001,0.002896175000000001,f,0
stab_oqmd_94594,oqmd_94594,-0.26160694375,0.01005623750000001,f,0
stab_oqmd_94600,oqmd_94600,-0.321464365,0.006369490000000033,f,1.155
stab_oqmd_94913,oqmd_94913,-0.669446355000001,0,t,0
stab_oqmd_94919,oqmd_94919,-0.669194995000001,0.0002513600000000338,t,0
stab_oqmd_94922,oqmd_94922,-0.180823,0.004524649999999991,f,0
stab_oqmd_9510,oqmd_9510,,0.12316137000000049,f,0
stab_oqmd_98735,oqmd_98735,-0.0649821350000002,0,t,0
stab_oqmd_9972,oqmd_9972,-0.585041659999999,0.06512298125000004,f,0
