structure_id,entry_id,prototype,strukturbericht,formula_type,space_group_number,crystal_system,lattice_a,lattice_b,lattice_c,volume_per_atom,space_group
struct_oqmd_30423,oqmd_30423,NaCl,B1,AB,,cubic,,,,29.8251,Fm-3m
struct_oqmd_30424,oqmd_30424,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30426,oqmd_30426,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30434,oqmd_30434,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_30508,oqmd_30508,NaCl,B1,AB,,cubic,,,,8.6348,Fm-3m
struct_oqmd_30778,oqmd_30778,NaCl,B1,AB,,cubic,,,,10.2927,Fm-3m
struct_oqmd_30819,oqmd_30819,NaCl,B1,AB,,cubic,,,,32.1101,Fm-3m
struct_oqmd_30964,oqmd_30964,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30987,oqmd_30987,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_30998,oqmd_30998,NaCl,B1,AB,,cubic,,,,21.8325,Fm-3m
struct_oqmd_31001,oqmd_31001,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31032,oqmd_31032,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31062,oqmd_31062,NiAs,B8_1,AB,,cubic,,,,35.3135,P63/mmc
struct_oqmd_31121,oqmd_31121,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31126,oqmd_31126,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31226,oqmd_31226,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_31227,oqmd_31227,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_31231,oqmd_31231,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31240,oqmd_31240,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_31332,oqmd_31332,NaCl,B1,AB,,cubic,,,,28.0441,Fm-3m
struct_oqmd_3649,oqmd_3649,NiAs,B8_1,AB,,cubic,,,,42.2634,P63/mmc
struct_oqmd_3678,oqmd_3678,NaCl,B1,AB,,cubic,,,,16.457,Fm-3m
struct_oqmd_3679,oqmd_3679,NaCl,B1,AB,,cubic,,,,14.6391,Fm-3m
struct_oqmd_3682,oqmd_3682,NaCl,B1,AB,,cubic,,,,26.2529,Fm-3m
struct_oqmd_3683,oqmd_3683,NaCl,B1,AB,,cubic,,,,31.1073,Fm-3m
struct_oqmd_3684,oqmd_3684,NaCl,B1,AB,,cubic,,,,37.4791,Fm-3m
struct_oqmd_3685,oqmd_3685,NaCl,B1,AB,,cubic,,,,36.1865,Fm-3m
struct_oqmd_3686,oqmd_3686,NaCl,B1,AB,,cubic,,,,41.761,Fm-3m
struct_oqmd_3735,oqmd_3735,NaCl,B1,AB,,cubic,,,,22.2764,Fm-3m
struct_oqmd_4108,oqmd_4108,NaCl,B1,AB,,cubic,,,,46.0831,Fm-3m
struct_oqmd_4109,oqmd_4109,NaCl,B1,AB,,cubic,,,,51.977,Fm-3m
struct_oqmd_4110,oqmd_4110,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_4111,oqmd_4111,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_4138,oqmd_4138,NaCl,B1,AB,,cubic,,,,17.6749,Fm-3m
struct_oqmd_4149,oqmd_4149,NaCl,B1,AB,,cubic,,,,12.5234,Fm-3m
struct_oqmd_4150,oqmd_4150,NaCl,B1,AB,,cubic,,,,8.9352,Fm-3m
struct_oqmd_4151,oqmd_4151,NaCl,B1,AB,,cubic,,,,13.2391,Fm-3m
struct_oqmd_4163,oqmd_4163,NaCl,B1,AB,,cubic,,,,8.6402,Fm-3m
struct_oqmd_4466,oqmd_4466,NiAs,B8_1,AB,,cubic,,,,41.087,P63/mmc
struct_oqmd_4567,oqmd_4567,NaCl,B1,AB,,cubic,,,,14.9756,Fm-3m
struct_oqmd_4568,oqmd_4568,NaCl,B1,AB,,cubic,,,,14.293,Fm-3m
struct_oqmd_4570,oqmd_4570,NaCl,B1,AB,,cubic,,,,16.4623,Fm-3m
struct_oqmd_4578,oqmd_4578,NaCl,B1,AB,,cubic,,,,19.3581,Fm-3m
struct_oqmd_4612,oqmd_4612,NiAs,B8_1,AB,,cubic,,,,22.287,P63/mmc
struct_oqmd_4671,oqmd_4671,NaCl,B1,AB,,cubic,,,,15.1592,Fm-3m
struct_oqmd_4707,oqmd_4707,NaCl,B1,AB,,cubic,,,,13.1877,Fm-3m
struct_oqmd_4949,oqmd_4949,NaCl,B1,AB,,cubic,,,,27.4988,Fm-3m
struct_oqmd_5065,oqmd_5065,NiAs,B8_1,AB,,cubic,,,,40.3839,P63/mmc
struct_oqmd_5081,oqmd_5081,NaCl,B1,AB,,cubic,,,,26.2801,Fm-3m
struct_oqmd_50960,oqmd_50960,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_51007,oqmd_51007,NiAs,B8_1,AB,,cubic,,,,27.7949,P63/mmc
struct_oqmd_51072,oqmd_51072,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_51174,oqmd_51174,NiAs,B8_1,AB,,cubic,,,,43.2162,P63/mmc
struct_oqmd_51180,oqmd_51180,NiAs,B8_1,AB,,cubic,,,,49.2246,P63/mmc
struct_oqmd_5151,oqmd_5151,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5166,oqmd_5166,NaCl,B1,AB,,cubic,,,,16.4085,Fm-3m
struct_oqmd_5176,oqmd_5176,NaCl,B1,AB,,cubic,,,,11.3178,Fm-3m
struct_oqmd_5177,oqmd_5177,NaCl,B1,AB,,cubic,,,,12.1578,Fm-3m
struct_oqmd_51779,oqmd_51779,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5178,oqmd_5178,NaCl,B1,AB,,cubic,,,,11.3978,Fm-3m
struct_oqmd_5179,oqmd_5179,NaCl,B1,AB,,cubic,,,,11.2169,Fm-3m
struct_oqmd_5180,oqmd_5180,NaCl,B1,AB,,cubic,,,,5.9015,Fm-3m
struct_oqmd_5181,oqmd_5181,NaCl,B1,AB,,cubic,,,,13.6348,Fm-3m
struct_oqmd_5182,oqmd_5182,NaCl,B1,AB,,cubic,,,,16.9505,Fm-3m
struct_oqmd_5183,oqmd_5183,NaCl,B1,AB,,cubic,,,,21.3023,Fm-3m
struct_oqmd_51839,oqmd_51839,NiAs,B8_1,AB,,cubic,,,,31.5069,P63/mmc
struct_oqmd_51840,oqmd_51840,NiAs,B8_1,AB,,cubic,,,,31.4604,P63/mmc
struct_oqmd_52046,oqmd_52046,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_52059,oqmd_52059,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_52061,oqmd_52061,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5216,oqmd_5216,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_5236,oqmd_5236,NaCl,B1,AB,,cubic,,,,28.2711,Fm-3m
struct_oqmd_5237,oqmd_5237,NaCl,B1,AB,,cubic,,,,28.1168,Fm-3m
struct_oqmd_5238,oqmd_5238,NaCl,B1,AB,,cubic,,,,27.276,Fm-3m
struct_oqmd_5239,oqmd_5239,NaCl,B1,AB,,cubic,,,,26.6123,Fm-3m
struct_oqmd_52394,oqmd_52394,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5240,oqmd_5240,NaCl,B1,AB,,cubic,,,,25.5471,Fm-3m
struct_oqmd_5241,oqmd_5241,NaCl,B1,AB,,cubic,,,,28.5931,Fm-3m
struct_oqmd_5242,oqmd_5242,NaCl,B1,AB,,cubic,,,,24.4914,Fm-3m
struct_oqmd_52896,oqmd_52896,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_53881,oqmd_53881,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5404,oqmd_5404,NaCl,B1,AB,,cubic,,,,9.8025,Fm-3m
struct_oqmd_5426,oqmd_5426,NaCl,B1,AB,,cubic,,,,20.2273,Fm-3m
struct_oqmd_5427,oqmd_5427,NaCl,B1,AB,,cubic,,,,26.3236,Fm-3m
struct_oqmd_54404,oqmd_54404,NiAs,B8_1,AB,,cubic,,,,31.5473,P63/mmc
struct_oqmd_54708,oqmd_54708,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_54942,oqmd_54942,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_54987,oqmd_54987,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55003,oqmd_55003,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55028,oqmd_55028,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55055,oqmd_55055,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55142,oqmd_55142,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55205,oqmd_55205,NiAs,B8_1,AB,,cubic,,,,49.9294,P63/mmc
struct_oqmd_55227,oqmd_55227,NiAs,B8_1,AB,,cubic,,,,44.1281,P63/mmc
struct_oqmd_55278,oqmd_55278,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55518,oqmd_55518,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55542,oqmd_55542,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_55558,oqmd_55558,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5578,oqmd_5578,NaCl,B1,AB,,cubic,,,,10.8117,Fm-3m
struct_oqmd_56154,oqmd_56154,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5624,oqmd_5624,NaCl,B1,AB,,cubic,,,,27.6173,Fm-3m
struct_oqmd_5625,oqmd_5625,NaCl,B1,AB,,cubic,,,,31.0128,Fm-3m
struct_oqmd_5626,oqmd_5626,NaCl,B1,AB,,cubic,,,,23.1448,Fm-3m
struct_oqmd_5627,oqmd_5627,NaCl,B1,AB,,cubic,,,,17.6781,Fm-3m
struct_oqmd_5632,oqmd_5632,NaCl,B1,AB,,cubic,,,,10.9096,Fm-3m
struct_oqmd_5677,oqmd_5677,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5686,oqmd_5686,NaCl,B1,AB,,cubic,,,,11.7171,Fm-3m
struct_oqmd_5695,oqmd_5695,NaCl,B1,AB,,cubic,,,,44.4192,Fm-3m
struct_oqmd_56986,oqmd_56986,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_56987,oqmd_56987,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_57018,oqmd_57018,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_57019,oqmd_57019,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_57020,oqmd_57020,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_57021,oqmd_57021,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_57108,oqmd_57108,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_5715,oqmd_5715,NiAs,B8_1,AB,,cubic,,,,24.3163,P63/mmc
struct_oqmd_5716,oqmd_5716,NiAs,B8_1,AB,,cubic,,,,28.8194,P63/mmc
struct_oqmd_5717,oqmd_5717,NiAs,B8_1,AB,,cubic,,,,35.175,P63/mmc
struct_oqmd_5718,oqmd_5718,NiAs,B8_1,AB,,cubic,,,,24.7988,P63/mmc
struct_oqmd_5719,oqmd_5719,NiAs,B8_1,AB,,cubic,,,,31.3977,P-3m1
struct_oqmd_5720,oqmd_5720,NiAs,B8_1,AB,,cubic,,,,30.7719,P63/mmc
struct_oqmd_5722,oqmd_5722,NiAs,B8_1,AB,,cubic,,,,26.764,P63/mmc
struct_oqmd_5734,oqmd_5734,NaCl,B1,AB,,cubic,,,,25.2545,Fm-3m
struct_oqmd_5735,oqmd_5735,NaCl,B1,AB,,cubic,,,,34.359,Fm-3m
struct_oqmd_5736,oqmd_5736,NaCl,B1,AB,,cubic,,,,25.1251,Fm-3m
struct_oqmd_5737,oqmd_5737,NaCl,B1,AB,,cubic,,,,32.8294,Fm-3m
struct_oqmd_5738,oqmd_5738,NaCl,B1,AB,,cubic,,,,23.736,Fm-3m
struct_oqmd_5771,oqmd_5771,NaCl,B1,AB,,cubic,,,,25.4221,Fm-3m
struct_oqmd_5783,oqmd_5783,NaCl,B1,AB,,cubic,,,,33.4445,Fm-3m
struct_oqmd_5995,oqmd_5995,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_6095,oqmd_6095,NaCl,B1,AB,,cubic,,,,23.297,Fm-3m
struct_oqmd_6096,oqmd_6096,NaCl,B1,AB,,cubic,,,,20.2805,Fm-3m
struct_oqmd_6097,oqmd_6097,NaCl,B1,AB,,cubic,,,,15.3181,Fm-3m
struct_oqmd_6098,oqmd_6098,NaCl,B1,AB,,cubic,,,,15.7095,Fm-3m
struct_oqmd_6099,oqmd_6099,NaCl,B1,AB,,cubic,,,,14.2848,Fm-3m
struct_oqmd_6100,oqmd_6100,NaCl,B1,AB,,cubic,,,,14.8502,Fm-3m
struct_oqmd_6101,oqmd_6101,NaCl,B1,AB,,cubic,,,,15.4439,Fm-3m
struct_oqmd_6116,oqmd_6116,NaCl,B1,AB,,cubic,,,,23.933,Fm-3m
struct_oqmd_6117,oqmd_6117,NaCl,B1,AB,,cubic,,,,28.6786,Fm-3m
struct_oqmd_6293,oqmd_6293,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_6296,oqmd_6296,NaCl,B1,AB,,cubic,,,,35.0814,Fm-3m
struct_oqmd_6297,oqmd_6297,NiAs,B8_1,AB,,cubic,,,,26.5199,P63/mmc
struct_oqmd_6318,oqmd_6318,NaCl,B1,AB,,cubic,,,,12.9856,Fm-3m
struct_oqmd_6320,oqmd_6320,NaCl,B1,AB,,cubic,,,,31.9836,Fm-3m
struct_oqmd_6321,oqmd_6321,NaCl,B1,AB,,cubic,,,,25.6672,Fm-3m
struct_oqmd_68794,oqmd_68794,NiAs,B8_1,AB,,cubic,,,,27.8024,P63/mmc
struct_oqmd_6912,oqmd_6912,NaCl,B1,AB,,cubic,,,,8.7588,Fm-3m
struct_oqmd_6913,oqmd_6913,NaCl,B1,AB,,cubic,,,,14.6653,Fm-3m
struct_oqmd_6924,oqmd_6924,NaCl,B1,AB,,cubic,,,,11.2305,Fm-3m
struct_oqmd_6958,oqmd_6958,NaCl,B1,AB,,cubic,,,,9.8818,Fm-3m
struct_oqmd_6974,oqmd_6974,NaCl,B1,AB,,cubic,,,,29.4836,Fm-3m
struct_oqmd_6975,oqmd_6975,NaCl,B1,AB,,cubic,,,,34.7505,Fm-3m
struct_oqmd_69843,oqmd_69843,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_71826,oqmd_71826,NiAs,B8_1,AB,,cubic,,,,44.9809,P63/mmc
struct_oqmd_7241,oqmd_7241,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_7246,oqmd_7246,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_73625,oqmd_73625,NiAs,B8_1,AB,,cubic,,,,26.4941,P63/mmc
struct_oqmd_74704,oqmd_74704,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_7484,oqmd_7484,NaCl,B1,AB,,cubic,,,,7.7763,Fm-3m
struct_oqmd_7584,oqmd_7584,NiAs,B8_1,AB,,cubic,,,,31.5894,P63/mmc
struct_oqmd_7648,oqmd_7648,NaCl,B1,AB,,cubic,,,,26.1704,Fm-3m
struct_oqmd_7649,oqmd_7649,NaCl,B1,AB,,cubic,,,,32.6162,Fm-3m
struct_oqmd_7759,oqmd_7759,NiAs,B8_1,AB,,cubic,,,,26.5384,P63/mmc
struct_oqmd_7807,oqmd_7807,NiAs,B8_1,AB,,cubic,,,,29.2319,P63/mmc
struct_oqmd_7812,oqmd_7812,NiAs,B8_1,AB,,cubic,,,,43.8185,P63/mmc
struct_oqmd_7813,oqmd_7813,NiAs,B8_1,AB,,cubic,,,,36.7574,P63/mmc
struct_oqmd_7825,oqmd_7825,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_7829,oqmd_7829,NiAs,B8_1,AB,,cubic,,,,41.3593,P63/mmc
struct_oqmd_7832,oqmd_7832,NiAs,B8_1,AB,,cubic,,,,41.6571,P63/mmc
struct_oqmd_7834,oqmd_7834,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_8063,oqmd_8063,NaCl,B1,AB,,cubic,,,,19.077,Fm-3m
struct_oqmd_8080,oqmd_8080,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8089,oqmd_8089,NaCl,B1,AB,,cubic,,,,21.7358,Fm-3m
struct_oqmd_8090,oqmd_8090,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8091,oqmd_8091,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8112,oqmd_8112,NaCl,B1,AB,,cubic,,,,10.4822,Fm-3m
struct_oqmd_8113,oqmd_8113,NaCl,B1,AB,,cubic,,,,12.7909,Fm-3m
struct_oqmd_8116,oqmd_8116,NiAs,B8_1,AB,,cubic,,,,45.1281,P63/mmc
struct_oqmd_8117,oqmd_8117,NaCl,B1,AB,,cubic,,,,22.3769,Fm-3m
struct_oqmd_8118,oqmd_8118,NaCl,B1,AB,,cubic,,,,24.2523,Fm-3m
struct_oqmd_8119,oqmd_8119,NaCl,B1,AB,,cubic,,,,29.328,Fm-3m
struct_oqmd_8120,oqmd_8120,NaCl,B1,AB,,cubic,,,,30.9528,Fm-3m
struct_oqmd_8121,oqmd_8121,NaCl,B1,AB,,cubic,,,,20.6373,Fm-3m
struct_oqmd_8122,oqmd_8122,NaCl,B1,AB,,cubic,,,,23.3645,Fm-3m
struct_oqmd_8123,oqmd_8123,NaCl,B1,AB,,cubic,,,,28.635,Fm-3m
struct_oqmd_8149,oqmd_8149,NaCl,B1,AB,,cubic,,,,22.6973,Fm-3m
struct_oqmd_8150,oqmd_8150,NiAs,B8_1,AB,,cubic,,,,50.554,P63/mmc
struct_oqmd_8154,oqmd_8154,NaCl,B1,AB,,cubic,,,,23.0729,Fm-3m
struct_oqmd_8155,oqmd_8155,NaCl,B1,AB,,cubic,,,,24.9633,Fm-3m
struct_oqmd_8156,oqmd_8156,NaCl,B1,AB,,cubic,,,,30.0642,Fm-3m
struct_oqmd_8157,oqmd_8157,NaCl,B1,AB,,cubic,,,,31.598,Fm-3m
struct_oqmd_8158,oqmd_8158,NaCl,B1,AB,,cubic,,,,21.3333,Fm-3m
struct_oqmd_8159,oqmd_8159,NaCl,B1,AB,,cubic,,,,24.0862,Fm-3m
struct_oqmd_8161,oqmd_8161,NaCl,B1,AB,,cubic,,,,29.826,Fm-3m
struct_oqmd_8162,oqmd_8162,NaCl,B1,AB,,cubic,,,,25.368,Fm-3m
struct_oqmd_8163,oqmd_8163,NaCl,B1,AB,,cubic,,,,30.4975,Fm-3m
struct_oqmd_8164,oqmd_8164,NaCl,B1,AB,,cubic,,,,24.5653,Fm-3m
struct_oqmd_8165,oqmd_8165,NaCl,B1,AB,,cubic,,,,29.6891,Fm-3m
struct_oqmd_8166,oqmd_8166,NaCl,B1,AB,,cubic,,,,29.0089,Fm-3m
struct_oqmd_8167,oqmd_8167,NaCl,B1,AB,,cubic,,,,23.9128,Fm-3m
struct_oqmd_8168,oqmd_8168,NaCl,B1,AB,,cubic,,,,29.0087,Fm-3m
struct_oqmd_8169,oqmd_8169,NaCl,B1,AB,,cubic,,,,28.3423,Fm-3m
struct_oqmd_8170,oqmd_8170,NaCl,B1,AB,,cubic,,,,23.6194,Fm-3m
struct_oqmd_8171,oqmd_8171,NaCl,B1,AB,,cubic,,,,28.7373,Fm-3m
struct_oqmd_8172,oqmd_8172,NaCl,B1,AB,,cubic,,,,26.4581,Fm-3m
struct_oqmd_8173,oqmd_8173,NaCl,B1,AB,,cubic,,,,36.972,Fm-3m
struct_oqmd_8177,oqmd_8177,NaCl,B1,AB,,cubic,,,,17.1137,Fm-3m
struct_oqmd_8239,oqmd_8239,NaCl,B1,AB,,cubic,,,,28.9828,Fm-3m
struct_oqmd_8241,oqmd_8241,NiAs,B8_1,AB,,cubic,,,,27.3428,P63/mmc
struct_oqmd_8254,oqmd_8254,NaCl,B1,AB,,cubic,,,,23.1117,Fm-3m
struct_oqmd_8260,oqmd_8260,NaCl,B1,AB,,cubic,,,,24.5105,Fm-3m
struct_oqmd_8265,oqmd_8265,NaCl,B1,AB,,cubic,,,,24.2968,Fm-3m
struct_oqmd_8269,oqmd_8269,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8270,oqmd_8270,NaCl,B1,AB,,cubic,,,,24.7377,Fm-3m
struct_oqmd_8272,oqmd_8272,NaCl,B1,AB,,cubic,,,,26.392,Fm-3m
struct_oqmd_8273,oqmd_8273,NaCl,B1,AB,,cubic,,,,24.1513,Fm-3m
struct_oqmd_8278,oqmd_8278,NaCl,B1,AB,,cubic,,,,26.0986,Fm-3m
struct_oqmd_8279,oqmd_8279,NaCl,B1,AB,,cubic,,,,27.1912,Fm-3m
struct_oqmd_8280,oqmd_8280,NiAs,B8_1,AB,,cubic,,,,35.2722,P63/mmc
struct_oqmd_8281,oqmd_8281,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8282,oqmd_8282,NaCl,B1,AB,,cubic,,,,24.1582,Fm-3m
struct_oqmd_8285,oqmd_8285,NaCl,B1,AB,,cubic,,,,24.693,Fm-3m
struct_oqmd_8286,oqmd_8286,NaCl,B1,AB,,cubic,,,,20.512,Fm-3m
struct_oqmd_8293,oqmd_8293,NaCl,B1,AB,,cubic,,,,16.0898,Fm-3m
struct_oqmd_8294,oqmd_8294,NaCl,B1,AB,,cubic,,,,24.5373,Fm-3m
struct_oqmd_8295,oqmd_8295,NaCl,B1,AB,,cubic,,,,31.5039,Fm-3m
struct_oqmd_8296,oqmd_8296,NaCl,B1,AB,,cubic,,,,30.9248,Fm-3m
struct_oqmd_8297,oqmd_8297,NaCl,B1,AB,,cubic,,,,34.0496,Fm-3m
struct_oqmd_8353,oqmd_8353,NaCl,B1,AB,,cubic,,,,33.1932,Fm-3m
struct_oqmd_8354,oqmd_8354,NaCl,B1,AB,,cubic,,,,25.7242,Fm-3m
struct_oqmd_8355,oqmd_8355,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8383,oqmd_8383,NaCl,B1,AB,,cubic,,,,21.8869,Fm-3m
struct_oqmd_8384,oqmd_8384,NaCl,B1,AB,,cubic,,,,20.8143,Fm-3m
struct_oqmd_8385,oqmd_8385,NaCl,B1,AB,,cubic,,,,30.0194,Fm-3m
struct_oqmd_8386,oqmd_8386,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8389,oqmd_8389,NaCl,B1,AB,,cubic,,,,17.1429,Fm-3m
struct_oqmd_8426,oqmd_8426,NiAs,B8_1,AB,,cubic,,,,39.5206,P63/mmc
struct_oqmd_8431,oqmd_8431,NaCl,B1,AB,,cubic,,,,28.0949,Fm-3m
struct_oqmd_8477,oqmd_8477,NaCl,B1,AB,,cubic,,,,14.7676,Fm-3m
struct_oqmd_8480,oqmd_8480,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8484,oqmd_8484,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8485,oqmd_8485,NaCl,B1,AB,,cubic,,,,28.6074,Fm-3m
struct_oqmd_8487,oqmd_8487,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_8506,oqmd_8506,NaCl,B1,AB,,cubic,,,,18.4391,Fm-3m
struct_oqmd_8507,oqmd_8507,NaCl,B1,AB,,cubic,,,,27.5698,Fm-3m
struct_oqmd_8517,oqmd_8517,NaCl,B1,AB,,cubic,,,,32.3602,Fm-3m
struct_oqmd_87980,oqmd_87980,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_87994,oqmd_87994,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88003,oqmd_88003,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88014,oqmd_88014,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88025,oqmd_88025,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88027,oqmd_88027,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88030,oqmd_88030,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88033,oqmd_88033,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88036,oqmd_88036,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88040,oqmd_88040,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88122,oqmd_88122,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88154,oqmd_88154,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88239,oqmd_88239,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88346,oqmd_88346,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88389,oqmd_88389,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88739,oqmd_88739,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88747,oqmd_88747,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88809,oqmd_88809,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88828,oqmd_88828,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88926,oqmd_88926,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88940,oqmd_88940,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88955,oqmd_88955,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88957,oqmd_88957,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88965,oqmd_88965,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_88966,oqmd_88966,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89004,oqmd_89004,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89009,oqmd_89009,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89046,oqmd_89046,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89055,oqmd_89055,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89059,oqmd_89059,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89074,oqmd_89074,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89086,oqmd_89086,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89098,oqmd_89098,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89104,oqmd_89104,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89126,oqmd_89126,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89140,oqmd_89140,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89155,oqmd_89155,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89198,oqmd_89198,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89397,oqmd_89397,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_89398,oqmd_89398,CsCl,B2,AB,,cubic,,,,,Pm-3m
