composition_id,entry_id,element,atomic_fraction,site_label
comp_oqmd_2030022_Yb,oqmd_2030022,Yb,0.5,A
comp_oqmd_2030203_As,oqmd_2030203,As,0.5,B
comp_oqmd_2030203_Ga,oqmd_2030203,Ga,0.5,A
comp_oqmd_2030303_Al,oqmd_2030303,Al,0.5,A
comp_oqmd_2030303_Ca,oqmd_2030303,Ca,0.5,A
comp_oqmd_2030304_Al,oqmd_2030304,Al,0.5,A
comp_oqmd_2030304_Mg,oqmd_2030304,Mg,0.5,A
comp_oqmd_2030306_Ca,oqmd_2030306,Ca,0.5,A
comp_oqmd_2030306_Mg,oqmd_2030306,Mg,0.5,A
comp_oqmd_2030339_Bi,oqmd_2030339,Bi,0.5,A
comp_oqmd_2030339_Na,oqmd_2030339,Na,0.5,A
comp_oqmd_2030393_Mo,oqmd_2030393,Mo,0.5,A
comp_oqmd_2030393_Ni,oqmd_2030393,Ni,0.5,A
comp_oqmd_2030395_Ni,oqmd_2030395,Ni,0.5,A
comp_oqmd_2030395_Zr,oqmd_2030395,Zr,0.5,A
comp_oqmd_2030400_Mo,oqmd_2030400,Mo,0.5,A
comp_oqmd_2030400_Zr,oqmd_2030400,Zr,0.5,A
comp_oqmd_2030425_S,oqmd_2030425,S,0.5,B
comp_oqmd_2030425_Zn,oqmd_2030425,Zn,0.5,A
comp_oqmd_2030450_Nb,oqmd_2030450,Nb,0.5,A
comp_oqmd_2030450_Ti,oqmd_2030450,Ti,0.5,A
comp_oqmd_2030475_N,oqmd_2030475,N,0.5,A
comp_oqmd_2030475_Pm,oqmd_2030475,Pm,0.5,A
comp_oqmd_2030478_Eu,oqmd_2030478,Eu,0.5,A
comp_oqmd_2030478_N,oqmd_2030478,N,0.5,A
comp_oqmd_2030481_N,oqmd_2030481,N,0.5,A
comp_oqmd_2030481_Yb,oqmd_2030481,Yb,0.5,A
comp_oqmd_2030502_Ni,oqmd_2030502,Ni,0.5,A
comp_oqmd_2030502_W,oqmd_2030502,W,0.5,A
comp_oqmd_2030504_Al,oqmd_2030504,Al,0.5,A
comp_oqmd_2030504_W,oqmd_2030504,W,0.5,A
comp_oqmd_2030839_Ag,oqmd_2030839,Ag,0.5,A
comp_oqmd_2030839_Br,oqmd_2030839,Br,0.5,A
comp_oqmd_2030842_Ag,oqmd_2030842,Ag,0.5,A
comp_oqmd_2030842_Cl,oqmd_2030842,Cl,0.5,A
comp_oqmd_2030890_Cu,oqmd_2030890,Cu,0.5,A
comp_oqmd_2030890_Mg,oqmd_2030890,Mg,0.5,A
comp_oqmd_2030938_Os,oqmd_2030938,Os,0.5,A
comp_oqmd_2030938_Y,oqmd_2030938,Y,0.5,A
comp_oqmd_2030940_Nb,oqmd_2030940,Nb,0.5,A
comp_oqmd_2030940_Tc,oqmd_2030940,Tc,0.5,A
comp_oqmd_2031148_Li,oqmd_2031148,Li,0.5,A
comp_oqmd_2031148_Zn,oqmd_2031148,Zn,0.5,A
comp_oqmd_2031194_In,oqmd_2031194,In,0.5,A
comp_oqmd_2031194_Se,oqmd_2031194,Se,0.5,B
comp_oqmd_2031349_Ni,oqmd_2031349,Ni,0.5,A
comp_oqmd_2031349_Ta,oqmd_2031349,Ta,0.5,A
comp_oqmd_2031351_Al,oqmd_2031351,Al,0.5,A
comp_oqmd_2031351_Ta,oqmd_2031351,Ta,0.5,A
comp_oqmd_2031521_Ba,oqmd_2031521,Ba,0.5,A
comp_oqmd_2031521_Cl,oqmd_2031521,Cl,0.5,B
comp_oqmd_2031522_Ba,oqmd_2031522,Ba,0.5,A
comp_oqmd_2031522_Cl,oqmd_2031522,Cl,0.5,A
comp_oqmd_2031531_As,oqmd_2031531,As,0.5,A
comp_oqmd_2031531_Ta,oqmd_2031531,Ta,0.5,A
comp_oqmd_2031534_As,oqmd_2031534,As,0.5,B
comp_oqmd_2031534_Ta,oqmd_2031534,Ta,0.5,A
comp_oqmd_2031815_C,oqmd_2031815,C,0.5,A
comp_oqmd_2031815_Cr,oqmd_2031815,Cr,0.5,A
comp_oqmd_2031821_C,oqmd_2031821,C,0.5,A
comp_oqmd_2031821_Mo,oqmd_2031821,Mo,0.5,A
comp_oqmd_2032446_Ti,oqmd_2032446,Ti,0.5,A
comp_oqmd_2032446_Zn,oqmd_2032446,Zn,0.5,A
comp_oqmd_2032652_H,oqmd_2032652,H,0.5,B
comp_oqmd_2032652_Mo,oqmd_2032652,Mo,0.5,A
comp_oqmd_2032671_As,oqmd_2032671,As,0.5,A
comp_oqmd_2032671_Sn,oqmd_2032671,Sn,0.5,A
comp_oqmd_2032681_Bi,oqmd_2032681,Bi,0.5,B
comp_oqmd_2032681_Ti,oqmd_2032681,Ti,0.5,A
comp_oqmd_2032721_F,oqmd_2032721,F,0.5,A
comp_oqmd_2032721_K,oqmd_2032721,K,0.5,A
comp_oqmd_2032723_Br,oqmd_2032723,Br,0.5,A
comp_oqmd_2032723_Na,oqmd_2032723,Na,0.5,A
comp_oqmd_2032725_F,oqmd_2032725,F,0.5,A
comp_oqmd_2032725_Na,oqmd_2032725,Na,0.5,A
comp_oqmd_2032726_I,oqmd_2032726,I,0.5,A
comp_oqmd_2032726_Na,oqmd_2032726,Na,0.5,A
comp_oqmd_2032781_K,oqmd_2032781,K,0.5,A
comp_oqmd_2032781_Se,oqmd_2032781,Se,0.5,A
comp_oqmd_2032783_K,oqmd_2032783,K,0.5,A
comp_oqmd_2032783_Se,oqmd_2032783,Se,0.5,B
comp_oqmd_2032785_K,oqmd_2032785,K,0.5,A
comp_oqmd_2032785_Te,oqmd_2032785,Te,0.5,A
comp_oqmd_2032787_K,oqmd_2032787,K,0.5,A
comp_oqmd_2032787_Te,oqmd_2032787,Te,0.5,B
comp_oqmd_2032907_Ce,oqmd_2032907,Ce,0.5,A
comp_oqmd_2032907_N,oqmd_2032907,N,0.5,A
comp_oqmd_2033256_Ba,oqmd_2033256,Ba,0.5,A
comp_oqmd_2033256_S,oqmd_2033256,S,0.5,A
comp_oqmd_2033514_Ru,oqmd_2033514,Ru,0.5,A
comp_oqmd_2033514_Sn,oqmd_2033514,Sn,0.5,A
comp_oqmd_2033593_Co,oqmd_2033593,Co,0.5,A
comp_oqmd_2033593_H,oqmd_2033593,H,0.5,B
comp_oqmd_2033964_Ca,oqmd_2033964,Ca,0.5,A
comp_oqmd_2033964_Cu,oqmd_2033964,Cu,0.5,A
comp_oqmd_2033971_Cu,oqmd_2033971,Cu,0.5,A
comp_oqmd_2033971_H,oqmd_2033971,H,0.5,B
comp_oqmd_2033997_H,oqmd_2033997,H,0.5,A
comp_oqmd_2033997_Li,oqmd_2033997,Li,0.5,A
comp_oqmd_2034071_Ge,oqmd_2034071,Ge,0.5,A
comp_oqmd_2034071_Ru,oqmd_2034071,Ru,0.5,A
comp_oqmd_2034282_N,oqmd_2034282,N,0.5,A
comp_oqmd_2034282_Tb,oqmd_2034282,Tb,0.5,A
comp_oqmd_2034284_O,oqmd_2034284,O,0.5,B
comp_oqmd_2034284_Tb,oqmd_2034284,Tb,0.5,A
comp_oqmd_2034286_O,oqmd_2034286,O,0.5,A
comp_oqmd_2034286_Tb,oqmd_2034286,Tb,0.5,A
comp_oqmd_2034290_S,oqmd_2034290,S,0.5,A
comp_oqmd_2034290_Tb,oqmd_2034290,Tb,0.5,A
comp_oqmd_2034294_Se,oqmd_2034294,Se,0.5,A
comp_oqmd_2034294_Tb,oqmd_2034294,Tb,0.5,A
comp_oqmd_2034311_Bi,oqmd_2034311,Bi,0.5,B
comp_oqmd_2034311_Cr,oqmd_2034311,Cr,0.5,A
comp_oqmd_2034318_Bi,oqmd_2034318,Bi,0.5,B
comp_oqmd_2034318_V,oqmd_2034318,V,0.5,A
comp_oqmd_2034328_As,oqmd_2034328,As,0.5,B
comp_oqmd_2034328_Ca,oqmd_2034328,Ca,0.5,A
comp_oqmd_2034333_Ca,oqmd_2034333,Ca,0.5,A
comp_oqmd_2034333_N,oqmd_2034333,N,0.5,B
comp_oqmd_2034376_Mo,oqmd_2034376,Mo,0.5,B
comp_oqmd_2034376_Si,oqmd_2034376,Si,0.5,A
comp_oqmd_2034378_Ge,oqmd_2034378,Ge,0.5,A
comp_oqmd_2034378_Mo,oqmd_2034378,Mo,0.5,B
comp_oqmd_2034380_Mo,oqmd_2034380,Mo,0.5,B
comp_oqmd_2034380_Sn,oqmd_2034380,Sn,0.5,A
comp_oqmd_2034443_Co,oqmd_2034443,Co,0.25,B
comp_oqmd_2034443_O,oqmd_2034443,O,0.5,C
comp_oqmd_2034443_Sc,oqmd_2034443,Sc,0.25,A
comp_oqmd_2034445_Co,oqmd_2034445,Co,0.25,B
comp_oqmd_2034445_O,oqmd_2034445,O,0.5,C
comp_oqmd_2034445_Ti,oqmd_2034445,Ti,0.25,A
comp_oqmd_2034447_Co,oqmd_2034447,Co,0.25,B
comp_oqmd_2034447_O,oqmd_2034447,O,0.5,C
comp_oqmd_2034447_V,oqmd_2034447,V,0.25,A
comp_oqmd_2034449_Co,oqmd_2034449,Co,0.25,B
comp_oqmd_2034449_Cr,oqmd_2034449,Cr,0.25,A
comp_oqmd_2034449_O,oqmd_2034449,O,0.5,C
comp_oqmd_2034451_Co,oqmd_2034451,Co,0.25,B
comp_oqmd_2034451_Mn,oqmd_2034451,Mn,0.25,A
comp_oqmd_2034451_O,oqmd_2034451,O,0.5,C
comp_oqmd_2034453_Co,oqmd_2034453,Co,0.25,B
comp_oqmd_2034453_Fe,oqmd_2034453,Fe,0.25,A
comp_oqmd_2034453_O,oqmd_2034453,O,0.5,C
comp_oqmd_2034455_Co,oqmd_2034455,Co,0.25,A
comp_oqmd_2034455_Ni,oqmd_2034455,Ni,0.25,B
comp_oqmd_2034455_O,oqmd_2034455,O,0.5,C
comp_oqmd_2034457_Co,oqmd_2034457,Co,0.25,A
comp_oqmd_2034457_Cu,oqmd_2034457,Cu,0.25,B
comp_oqmd_2034457_O,oqmd_2034457,O,0.5,C
comp_oqmd_2034459_Co,oqmd_2034459,Co,0.25,B
comp_oqmd_2034459_O,oqmd_2034459,O,0.5,C
comp_oqmd_2034459_Zn,oqmd_2034459,Zn,0.25,A
comp_oqmd_2034874_K,oqmd_2034874,K,0.25,A
comp_oqmd_2034874_O,oqmd_2034874,O,0.5,C
comp_oqmd_2034874_Ti,oqmd_2034874,Ti,0.25,B
comp_oqmd_2034879_K,oqmd_2034879,K,0.25,A
comp_oqmd_2034879_O,oqmd_2034879,O,0.5,C
comp_oqmd_2034879_V,oqmd_2034879,V,0.25,B
comp_oqmd_2034884_Cr,oqmd_2034884,Cr,0.25,B
comp_oqmd_2034884_K,oqmd_2034884,K,0.25,A
comp_oqmd_2034884_O,oqmd_2034884,O,0.5,C
comp_oqmd_2034914_Bi,oqmd_2034914,Bi,0.5,A
comp_oqmd_2034914_Sc,oqmd_2034914,Sc,0.5,A
comp_oqmd_2034916_Bi,oqmd_2034916,Bi,0.5,A
comp_oqmd_2034916_Y,oqmd_2034916,Y,0.5,A
comp_oqmd_2034939_As,oqmd_2034939,As,0.5,A
comp_oqmd_2034939_Tb,oqmd_2034939,Tb,0.5,A
comp_oqmd_2034995_O,oqmd_2034995,O,0.5,A
comp_oqmd_2034995_Ti,oqmd_2034995,Ti,0.5,A
comp_oqmd_2035313_He,oqmd_2035313,He,0.25,A
comp_oqmd_2035313_O,oqmd_2035313,O,0.5,C
comp_oqmd_2035313_Th,oqmd_2035313,Th,0.25,B
comp_oqmd_2035314_C,oqmd_2035314,C,0.5,B
comp_oqmd_2035314_Fe,oqmd_2035314,Fe,0.5,A
comp_oqmd_2035434_Li,oqmd_2035434,Li,0.5,A
comp_oqmd_2035434_S,oqmd_2035434,S,0.5,A
comp_oqmd_2035439_Li,oqmd_2035439,Li,0.5,A
comp_oqmd_2035439_Se,oqmd_2035439,Se,0.5,A
comp_oqmd_2035440_Li,oqmd_2035440,Li,0.5,A
comp_oqmd_2035440_Se,oqmd_2035440,Se,0.5,B
comp_oqmd_2035444_Li,oqmd_2035444,Li,0.5,A
comp_oqmd_2035444_Te,oqmd_2035444,Te,0.5,A
comp_oqmd_2035445_Li,oqmd_2035445,Li,0.5,A
comp_oqmd_2035445_Te,oqmd_2035445,Te,0.5,B
comp_oqmd_2035449_La,oqmd_2035449,La,0.5,A
comp_oqmd_2035449_Mg,oqmd_2035449,Mg,0.5,B
comp_oqmd_2035455_Mg,oqmd_2035455,Mg,0.5,B
comp_oqmd_2035455_Nd,oqmd_2035455,Nd,0.5,A
comp_oqmd_2035461_Mg,oqmd_2035461,Mg,0.5,B
comp_oqmd_2035461_Sm,oqmd_2035461,Sm,0.5,A
comp_oqmd_2035476_In,oqmd_2035476,In,0.5,A
comp_oqmd_2035476_P,oqmd_2035476,P,0.5,A
comp_oqmd_2035481_Ca,oqmd_2035481,Ca,0.5,A
comp_oqmd_2035481_N,oqmd_2035481,N,0.5,A
comp_oqmd_2035485_C,oqmd_2035485,C,0.5,A
comp_oqmd_2035485_Ca,oqmd_2035485,Ca,0.5,A
comp_oqmd_2035486_C,oqmd_2035486,C,0.5,B
comp_oqmd_2035486_Ca,oqmd_2035486,Ca,0.5,A
comp_oqmd_2035553_Ba,oqmd_2035553,Ba,0.5,A
comp_oqmd_2035553_Bi,oqmd_2035553,Bi,0.5,A
comp_oqmd_2035556_Ba,oqmd_2035556,Ba,0.5,A
comp_oqmd_2035556_Bi,oqmd_2035556,Bi,0.5,B
comp_oqmd_2035558_Bi,oqmd_2035558,Bi,0.5,A
comp_oqmd_2035558_Ca,oqmd_2035558,Ca,0.5,A
comp_oqmd_2035564_Bi,oqmd_2035564,Bi,0.5,B
comp_oqmd_2035564_Ca,oqmd_2035564,Ca,0.5,A
comp_oqmd_2035567_Bi,oqmd_2035567,Bi,0.5,A
comp_oqmd_2035567_Sr,oqmd_2035567,Sr,0.5,A
comp_oqmd_2035569_Bi,oqmd_2035569,Bi,0.5,B
comp_oqmd_2035569_Sr,oqmd_2035569,Sr,0.5,A
comp_oqmd_2035871_Ca,oqmd_2035871,Ca,0.5,A
comp_oqmd_2035871_S,oqmd_2035871,S,0.5,A
comp_oqmd_2035873_Ca,oqmd_2035873,Ca,0.5,A
comp_oqmd_2035873_Se,oqmd_2035873,Se,0.5,A
comp_oqmd_2036146_Ag,oqmd_2036146,Ag,0.5,A
comp_oqmd_2036146_Ni,oqmd_2036146,Ni,0.5,A
comp_oqmd_2036165_C,oqmd_2036165,C,0.5,B
comp_oqmd_2036165_Zn,oqmd_2036165,Zn,0.5,A
comp_oqmd_2036459_Nb,oqmd_2036459,Nb,0.5,A
comp_oqmd_2036459_V,oqmd_2036459,V,0.5,A
comp_oqmd_2036463_Ta,oqmd_2036463,Ta,0.5,A
comp_oqmd_2036463_V,oqmd_2036463,V,0.5,A
comp_oqmd_2036467_Mo,oqmd_2036467,Mo,0.5,A
comp_oqmd_2036467_V,oqmd_2036467,V,0.5,A
comp_oqmd_2036471_V,oqmd_2036471,V,0.5,A
comp_oqmd_2036471_W,oqmd_2036471,W,0.5,A
comp_oqmd_2036475_Nb,oqmd_2036475,Nb,0.5,A
comp_oqmd_2036475_Ta,oqmd_2036475,Ta,0.5,A
comp_oqmd_2036479_Mo,oqmd_2036479,Mo,0.5,A
comp_oqmd_2036479_Nb,oqmd_2036479,Nb,0.5,A
comp_oqmd_2036483_Nb,oqmd_2036483,Nb,0.5,A
comp_oqmd_2036483_W,oqmd_2036483,W,0.5,A
comp_oqmd_2036487_Mo,oqmd_2036487,Mo,0.5,A
comp_oqmd_2036487_Ta,oqmd_2036487,Ta,0.5,A
comp_oqmd_2036491_Ta,oqmd_2036491,Ta,0.5,A
comp_oqmd_2036491_W,oqmd_2036491,W,0.5,A
comp_oqmd_2036495_Mo,oqmd_2036495,Mo,0.5,A
comp_oqmd_2036495_W,oqmd_2036495,W,0.5,A
comp_oqmd_2036678_Mn,oqmd_2036678,Mn,0.5,A
comp_oqmd_2036678_Si,oqmd_2036678,Si,0.5,A
comp_oqmd_2036682_P,oqmd_2036682,P,0.5,A
comp_oqmd_2036682_Ta,oqmd_2036682,Ta,0.5,A
comp_oqmd_2036722_Cu,oqmd_2036722,Cu,0.5,A
comp_oqmd_2036722_H,oqmd_2036722,H,0.5,A
comp_oqmd_2036781_Mg,oqmd_2036781,Mg,0.5,A
comp_oqmd_2036781_N,oqmd_2036781,N,0.5,A
comp_oqmd_2036782_Mg,oqmd_2036782,Mg,0.5,A
comp_oqmd_2036782_N,oqmd_2036782,N,0.5,B
comp_oqmd_2036894_Fe,oqmd_2036894,Fe,0.5,A
comp_oqmd_2036894_Si,oqmd_2036894,Si,0.5,A
comp_oqmd_2036995_As,oqmd_2036995,As,0.5,A
comp_oqmd_2036995_Cr,oqmd_2036995,Cr,0.5,A
comp_oqmd_2036997_As,oqmd_2036997,As,0.5,B
comp_oqmd_2036997_Cr,oqmd_2036997,Cr,0.5,A
comp_oqmd_2037001_Cr,oqmd_2037001,Cr,0.5,A
comp_oqmd_2037001_Sb,oqmd_2037001,Sb,0.5,B
comp_oqmd_2037004_Cr,oqmd_2037004,Cr,0.5,A
comp_oqmd_2037004_Se,oqmd_2037004,Se,0.5,B
comp_oqmd_2037259_Mo,oqmd_2037259,Mo,0.5,A
comp_oqmd_2037259_P,oqmd_2037259,P,0.5,A
comp_oqmd_2037377_P,oqmd_2037377,P,0.5,B
comp_oqmd_2037377_V,oqmd_2037377,V,0.5,A
comp_oqmd_2037378_Ba,oqmd_2037378,Ba,0.5,A
comp_oqmd_2037378_C,oqmd_2037378,C,0.5,B
comp_oqmd_2037380_Ba,oqmd_2037380,Ba,0.5,A
comp_oqmd_2037380_C,oqmd_2037380,C,0.5,A
comp_oqmd_2037390_Ba,oqmd_2037390,Ba,0.5,A
comp_oqmd_2037390_N,oqmd_2037390,N,0.5,B
comp_oqmd_2037392_Ba,oqmd_2037392,Ba,0.5,A
comp_oqmd_2037392_N,oqmd_2037392,N,0.5,A
comp_oqmd_2037472_Bi,oqmd_2037472,Bi,0.5,B
comp_oqmd_2037472_Th,oqmd_2037472,Th,0.5,A
comp_oqmd_2037480_O,oqmd_2037480,O,0.5,B
comp_oqmd_2037480_Rh,oqmd_2037480,Rh,0.5,A
comp_oqmd_2037503_S,oqmd_2037503,S,0.5,A
comp_oqmd_2037503_Sc,oqmd_2037503,Sc,0.5,A
comp_oqmd_2037505_Sc,oqmd_2037505,Sc,0.5,A
comp_oqmd_2037505_Se,oqmd_2037505,Se,0.5,A
comp_oqmd_2037610_Al,oqmd_2037610,Al,0.5,A
comp_oqmd_2037610_Mo,oqmd_2037610,Mo,0.5,A
comp_oqmd_2037614_Al,oqmd_2037614,Al,0.5,A
comp_oqmd_2037614_Nb,oqmd_2037614,Nb,0.5,A
comp_oqmd_2037618_Al,oqmd_2037618,Al,0.5,A
comp_oqmd_2037618_V,oqmd_2037618,V,0.5,A
comp_oqmd_2037987_Ga,oqmd_2037987,Ga,0.5,A
comp_oqmd_2037987_P,oqmd_2037987,P,0.5,B
comp_oqmd_20394_N,oqmd_20394,N,0.5,A
comp_oqmd_20394_Y,oqmd_20394,Y,0.5,A
comp_oqmd_20443_Ag,oqmd_20443,Ag,0.5,A
comp_oqmd_20443_I,oqmd_20443,I,0.5,A
comp_oqmd_20463_Ce,oqmd_20463,Ce,0.5,A
comp_oqmd_20463_Mg,oqmd_20463,Mg,0.5,A
comp_oqmd_20464_Mg,oqmd_20464,Mg,0.5,A
comp_oqmd_20464_Pm,oqmd_20464,Pm,0.5,A
comp_oqmd_20465_Eu,oqmd_20465,Eu,0.5,A
comp_oqmd_20465_Mg,oqmd_20465,Mg,0.5,A
comp_oqmd_20466_Gd,oqmd_20466,Gd,0.5,A
comp_oqmd_20466_Mg,oqmd_20466,Mg,0.5,A
comp_oqmd_20467_Er,oqmd_20467,Er,0.5,A
comp_oqmd_20467_Mg,oqmd_20467,Mg,0.5,A
comp_oqmd_20522_La,oqmd_20522,La,0.5,A
comp_oqmd_20522_N,oqmd_20522,N,0.5,A
comp_oqmd_20565_C,oqmd_20565,C,0.5,B
comp_oqmd_20565_W,oqmd_20565,W,0.5,A
comp_oqmd_20574_Hg,oqmd_20574,Hg,0.5,A
comp_oqmd_20574_Te,oqmd_20574,Te,0.5,A
comp_oqmd_20674_Mn,oqmd_20674,Mn,0.75,A
comp_oqmd_20674_Sb,oqmd_20674,Sb,0.25,B
comp_oqmd_20684_O,oqmd_20684,O,0.5,A
comp_oqmd_20684_Zn,oqmd_20684,Zn,0.5,A
comp_oqmd_20721_Cu,oqmd_20721,Cu,0.5,A
comp_oqmd_20721_Y,oqmd_20721,Y,0.5,A
comp_oqmd_20742_N,oqmd_20742,N,0.5,B
comp_oqmd_20742_Pt,oqmd_20742,Pt,0.5,A
comp_oqmd_20744_N,oqmd_20744,N,0.5,B
comp_oqmd_20744_Pt,oqmd_20744,Pt,0.5,A
comp_oqmd_20780_S,oqmd_20780,S,0.5,A
comp_oqmd_20780_Sr,oqmd_20780,Sr,0.5,A
comp_oqmd_20817_Co,oqmd_20817,Co,0.5,A
comp_oqmd_20817_Sb,oqmd_20817,Sb,0.5,B
comp_oqmd_20836_As,oqmd_20836,As,0.5,A
comp_oqmd_20836_Sc,oqmd_20836,Sc,0.5,A
comp_oqmd_20837_Sb,oqmd_20837,Sb,0.5,A
comp_oqmd_20837_Sc,oqmd_20837,Sc,0.5,A
comp_oqmd_20917_Bi,oqmd_20917,Bi,0.5,B
comp_oqmd_20917_U,oqmd_20917,U,0.5,A
comp_oqmd_20918_Bi,oqmd_20918,Bi,0.5,A
comp_oqmd_20918_U,oqmd_20918,U,0.5,A
comp_oqmd_20929_Al,oqmd_20929,Al,0.5,A
comp_oqmd_20929_Fe,oqmd_20929,Fe,0.5,A
comp_oqmd_21306_Er,oqmd_21306,Er,0.5,A
comp_oqmd_21306_N,oqmd_21306,N,0.5,A
comp_oqmd_21307_Er,oqmd_21307,Er,0.5,A
comp_oqmd_21307_P,oqmd_21307,P,0.5,A
comp_oqmd_21308_As,oqmd_21308,As,0.5,A
comp_oqmd_21308_Er,oqmd_21308,Er,0.5,A
comp_oqmd_21315_Al,oqmd_21315,Al,0.75,A
comp_oqmd_21315_V,oqmd_21315,V,0.25,B
comp_oqmd_21316_Al,oqmd_21316,Al,0.75,A
comp_oqmd_21316_Ti,oqmd_21316,Ti,0.25,B
comp_oqmd_21322_N,oqmd_21322,N,0.5,B
comp_oqmd_21322_Ru,oqmd_21322,Ru,0.5,A
comp_oqmd_21323_N,oqmd_21323,N,0.5,B
comp_oqmd_21323_Rh,oqmd_21323,Rh,0.5,A
comp_oqmd_21324_Ag,oqmd_21324,Ag,0.5,A
comp_oqmd_21324_N,oqmd_21324,N,0.5,B
comp_oqmd_21325_N,oqmd_21325,N,0.5,B
comp_oqmd_21325_Os,oqmd_21325,Os,0.5,A
comp_oqmd_21326_Ir,oqmd_21326,Ir,0.5,A
comp_oqmd_21326_N,oqmd_21326,N,0.5,B
comp_oqmd_21327_Au,oqmd_21327,Au,0.5,A
comp_oqmd_21327_N,oqmd_21327,N,0.5,B
comp_oqmd_21386_Mg,oqmd_21386,Mg,0.5,A
comp_oqmd_21386_Te,oqmd_21386,Te,0.5,B
comp_oqmd_21388_Mo,oqmd_21388,Mo,0.5,A
comp_oqmd_21388_N,oqmd_21388,N,0.5,B
comp_oqmd_21407_N,oqmd_21407,N,0.5,A
comp_oqmd_21407_Pr,oqmd_21407,Pr,0.5,A
comp_oqmd_21450_B,oqmd_21450,B,0.5,B
comp_oqmd_21450_Tc,oqmd_21450,Tc,0.5,A
comp_oqmd_21451_B,oqmd_21451,B,0.5,B
comp_oqmd_21451_Tc,oqmd_21451,Tc,0.5,A
comp_oqmd_21452_B,oqmd_21452,B,0.5,A
comp_oqmd_21452_Tc,oqmd_21452,Tc,0.5,A
comp_oqmd_21497_N,oqmd_21497,N,0.5,B
comp_oqmd_21497_Pm,oqmd_21497,Pm,0.5,A
comp_oqmd_21509_N,oqmd_21509,N,0.5,B
comp_oqmd_21509_Pd,oqmd_21509,Pd,0.5,A
comp_oqmd_21510_N,oqmd_21510,N,0.5,A
comp_oqmd_21510_Pd,oqmd_21510,Pd,0.5,A
comp_oqmd_21563_Cr,oqmd_21563,Cr,0.5,A
comp_oqmd_21563_Te,oqmd_21563,Te,0.5,B
comp_oqmd_21570_N,oqmd_21570,N,0.5,B
comp_oqmd_21570_V,oqmd_21570,V,0.5,A
comp_oqmd_22045_Ba,oqmd_22045,Ba,0.5,A
comp_oqmd_22045_O,oqmd_22045,O,0.5,B
comp_oqmd_22221_C,oqmd_22221,C,0.5,B
comp_oqmd_22221_Ni,oqmd_22221,Ni,0.5,A
comp_oqmd_22242_N,oqmd_22242,N,0.5,A
comp_oqmd_22242_Sc,oqmd_22242,Sc,0.5,A
comp_oqmd_22243_P,oqmd_22243,P,0.5,A
comp_oqmd_22243_Sc,oqmd_22243,Sc,0.5,A
comp_oqmd_22245_Au,oqmd_22245,Au,0.75,A
comp_oqmd_22245_Pd,oqmd_22245,Pd,0.25,B
comp_oqmd_22246_Au,oqmd_22246,Au,0.25,B
comp_oqmd_22246_Pd,oqmd_22246,Pd,0.75,A
comp_oqmd_22256_C,oqmd_22256,C,0.5,B
comp_oqmd_22256_Os,oqmd_22256,Os,0.5,A
comp_oqmd_22262_C,oqmd_22262,C,0.5,A
comp_oqmd_22262_Sc,oqmd_22262,Sc,0.5,A
comp_oqmd_22263_C,oqmd_22263,C,0.5,B
comp_oqmd_22263_Y,oqmd_22263,Y,0.5,A
comp_oqmd_22264_C,oqmd_22264,C,0.5,A
comp_oqmd_22264_Y,oqmd_22264,Y,0.5,A
comp_oqmd_22281_C,oqmd_22281,C,0.5,B
comp_oqmd_22281_Pt,oqmd_22281,Pt,0.5,A
comp_oqmd_22284_C,oqmd_22284,C,0.5,A
comp_oqmd_22284_Zr,oqmd_22284,Zr,0.5,A
comp_oqmd_22285_N,oqmd_22285,N,0.5,A
comp_oqmd_22285_Zr,oqmd_22285,Zr,0.5,A
comp_oqmd_22287_Al,oqmd_22287,Al,0.5,A
comp_oqmd_22287_Tb,oqmd_22287,Tb,0.5,A
comp_oqmd_22298_O,oqmd_22298,O,0.5,A
comp_oqmd_22298_Sr,oqmd_22298,Sr,0.5,A
comp_oqmd_22304_N,oqmd_22304,N,0.5,B
comp_oqmd_22304_Re,oqmd_22304,Re,0.5,A
comp_oqmd_22305_N,oqmd_22305,N,0.5,A
comp_oqmd_22305_Re,oqmd_22305,Re,0.5,A
comp_oqmd_22369_C,oqmd_22369,C,0.5,B
comp_oqmd_22369_Rh,oqmd_22369,Rh,0.5,A
comp_oqmd_22370_C,oqmd_22370,C,0.5,B
comp_oqmd_22370_Pd,oqmd_22370,Pd,0.5,A
comp_oqmd_22409_Al,oqmd_22409,Al,0.25,B
comp_oqmd_22409_Cu,oqmd_22409,Cu,0.75,A
comp_oqmd_22410_Cu,oqmd_22410,Cu,0.5,A
comp_oqmd_22410_Pd,oqmd_22410,Pd,0.5,A
comp_oqmd_22431_N,oqmd_22431,N,0.5,B
comp_oqmd_22431_Tc,oqmd_22431,Tc,0.5,A
comp_oqmd_22433_N,oqmd_22433,N,0.5,B
comp_oqmd_22433_Tc,oqmd_22433,Tc,0.5,A
comp_oqmd_22454_Li,oqmd_22454,Li,0.5,A
comp_oqmd_22454_S,oqmd_22454,S,0.5,B
comp_oqmd_22455_Na,oqmd_22455,Na,0.5,A
comp_oqmd_22455_S,oqmd_22455,S,0.5,B
comp_oqmd_22456_K,oqmd_22456,K,0.5,A
comp_oqmd_22456_S,oqmd_22456,S,0.5,B
comp_oqmd_22472_C,oqmd_22472,C,0.5,B
comp_oqmd_22472_Si,oqmd_22472,Si,0.5,A
